0,2,7.075798512,15,2
0,2,6.172484875,20,2
0,2,23.94344711,32,2
0,2,8.534729958,5,2
0,2,16.97921562,10,2
0,2,32.43476868,25,2
0,1,30.03166389,15,2
0,1,36.79710388,20,2
2,1,11.46076107,5,2
0,1,57.76883316,32,2
0,1,20.3518219,10,2
1,1,27.16809654,15,2
2,1,17.78191948,10,2
1,1,14.9354248,5,2
1,1,26.86929321,20,2
2,1,56.67789078,32,2
1,1,47.89025879,25,2
1,1,21.28007507,10,2
2,1,21.2612648,15,2
2,1,38.6518364,20,2
0,1,17.10219574,5,2
0,1,39.83689499,25,2
1,1,71.77404022,32,2
2,1,32.20824432,25,2
2,0,13.1604948,10,2
1,0,13.49842262,10,2
1,0,16.80839539,15,2
2,0,8.826098442,5,2
1,0,34.8821373,32,2
1,0,10.00342751,5,2
0,0,22.18351936,25,2
2,0,17.71573448,20,2
0,0,40.10189438,32,2
0,0,16.83067703,10,2
1,0,19.07160187,20,2
1,0,23.74683571,25,2
2,0,37.68597031,32,2
2,0,31.50935745,25,2
2,0,14.14338017,15,2
0,0,8.738981247,5,2
0,0,17.50822067,15,2
0,0,15.24138355,20,2
0,2,7.624537945,25,1
0,2,1.891001105,5,1
0,2,6.809591293,15,1
0,2,6.491216183,10,1
0,2,12.5312748,20,1
0,2,20.72616386,32,1
0,1,2.425566196,10,1
1,1,7.975331306,25,1
2,1,1.19665575,5,1
1,1,4.246619225,20,1
1,1,2.481241465,15,1
2,1,4.230100155,15,1
1,1,0.212606117,5,1
0,1,10.46672916,25,1
0,1,3.64506793,15,1
1,1,6.13619566,32,1
0,1,0.216836736,5,1
0,1,3.012480021,20,1
2,1,1.082458258,10,1
2,1,13.86080742,32,1
2,1,4.213150024,25,1
2,1,3.187525272,20,1
1,1,1.196654916,10,1
0,1,8.560616493,32,1
2,0,2.277927876,5,1
0,0,6.478840828,15,1
2,0,6.097837448,32,1
2,0,3.124029398,10,1
0,0,2.113041401,10,1
2,0,8.675254822,20,1
1,0,5.573908806,15,1
0,0,6.238134861,25,1
1,0,6.431633472,25,1
1,0,5.409771442,20,1
1,0,3.779861689,10,1
0,0,15.53211212,32,1
1,0,1.499354362,5,1
2,0,3.680125237,15,1
0,0,1.091548204,5,1
0,0,15.21027565,20,1
2,0,15.36742973,25,1
1,0,18.81715393,32,1
