0,2,35.32137299,25,2
0,2,20.64952087,15,2
0,2,70.36415863,32,2
0,2,17.27592278,10,2
0,2,28.44809914,20,2
0,2,12.07933712,5,2
0,1,16.71348763,15,2
2,1,12.20187283,15,2
2,1,15.45936584,25,2
0,1,11.42432499,10,2
1,1,19.86710548,25,2
2,1,7.594526768,10,2
1,1,21.21115303,32,2
0,1,5.056026459,5,2
1,1,9.069231033,15,2
2,1,8.260631561,20,2
2,1,12.24052143,32,2
2,1,5.772406578,5,2
0,1,17.28661728,32,2
1,1,10.38241196,10,2
0,1,9.786147118,20,2
1,1,4.209527493,5,2
0,1,15.14294052,25,2
1,1,13.33162785,20,2
0,0,44.10147095,25,2
0,0,8.10515213,5,2
1,0,55.90034485,32,2
2,0,27.87906265,15,2
0,0,57.23721695,32,2
2,0,8.054068565,5,2
2,0,14.80439568,10,2
1,0,12.48334789,10,2
2,0,22.79370117,20,2
1,0,33.69242096,25,2
1,0,21.82850838,15,2
1,0,6.453348637,5,2
0,0,23.74192429,20,2
0,0,15.80107307,10,2
2,0,30.13419151,25,2
2,0,84.27739716,32,2
0,0,20.04242134,15,2
1,0,29.68608856,20,2
0,2,29.40908241,20,1
0,2,47.96041489,25,1
0,2,33.10293579,32,1
0,2,7.543255806,10,1
0,2,11.21649837,15,1
0,2,4.008622646,5,1
1,1,10.5012188,10,1
1,1,11.7375555,15,1
2,1,16.10147858,25,1
2,1,38.43922806,32,1
2,1,11.9381237,15,1
2,1,33.874897,20,1
0,1,54.00598907,32,1
0,1,4.832010269,5,1
0,1,22.92335129,25,1
0,1,7.356687546,10,1
2,1,14.81389713,10,1
0,1,16.84224701,15,1
1,1,31.46673393,32,1
1,1,2.052316427,5,1
2,1,5.584386826,5,1
1,1,18.81004906,20,1
1,1,21.80294609,25,1
0,1,20.7330246,20,1
2,0,7.290621281,32,1
0,0,7.839596272,10,1
0,0,20.25046921,32,1
1,0,12.52313042,32,1
0,0,8.883393288,15,1
2,0,4.402449608,10,1
0,0,11.39547729,20,1
1,0,15.27305794,25,1
0,0,13.03064728,25,1
0,0,2.587625742,5,1
1,0,8.821977615,10,1
2,0,10.03090668,20,1
2,0,2.316022396,5,1
2,0,8.688481331,15,1
1,0,13.42387772,20,1
1,0,4.352069855,5,1
2,0,11.30951118,25,1
1,0,10.25726128,15,1
